action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,22066726,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '-3.652', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '-3.65228534814182'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1nc(N2CCN(C)CC2)ncc1C(=O)N1CCC(O)(CO)CC1,,,CHEMBL3988442,,2021,,CHEMBL3486487,,CHEMBL3486487,,0,http://www.openphacts.org/units/Nanomolar,2961127,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22066813,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '2.408', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '2.40844067671112'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.985', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.98468341678762'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '101.11', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '101.114416103007'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '100.0', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '100.0'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCc1cc(NCCc2ccc(O)cc2)n2nccc2n1,,,CHEMBL3988442,,2021,,CHEMBL3486500,,CHEMBL3486500,4.44,0,http://www.openphacts.org/units/Nanomolar,2936266,=,33,1,=,,IC50,nM,,36506.43,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.43763065160833
,,22066814,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-12.3', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-12.2950795180461'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.21', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.21030543393547'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '104.04', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '104.040296169728'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '100.0', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '100.0'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCc1cc(NCCc2ccc(O)cc2)n2nccc2n1,,,CHEMBL3988442,,2021,,CHEMBL3486500,,CHEMBL3486500,4.73,0,http://www.openphacts.org/units/Nanomolar,2936266,=,33,1,=,,IC50,nM,,18773.25,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.72646047161842
,,22066815,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '21.87', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '21.8686333632141'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1OCc1cc(C(=O)N2CC(O)C2)n[nH]1,,,CHEMBL3988442,,2021,,CHEMBL3486508,,CHEMBL3486508,,0,http://www.openphacts.org/units/Nanomolar,2927991,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22066816,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '15.45', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '15.4492382172861'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1OCc1cc(C(=O)N2CC(O)C2)n[nH]1,,,CHEMBL3988442,,2021,,CHEMBL3486508,,CHEMBL3486508,,0,http://www.openphacts.org/units/Nanomolar,2927991,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067365,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '6.11', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '6.11047743197002'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCc1cc(C)c(C(=O)N2CCCC2CC(=O)c2cnn(C)c2)o1,,,CHEMBL3988442,,2021,,CHEMBL3496402,,CHEMBL3496402,,0,http://www.openphacts.org/units/Nanomolar,2953102,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067366,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '26.67', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '26.6664466010871'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCc1cc(C)c(C(=O)N2CCCC2CC(=O)c2cnn(C)c2)o1,,,CHEMBL3988442,,2021,,CHEMBL3496402,,CHEMBL3496402,,0,http://www.openphacts.org/units/Nanomolar,2953102,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067460,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '24.51', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '24.5136059964152'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCOc1cc(C)nc(N2CCN(C(=O)CC)CC2)n1,,,CHEMBL3988442,,2021,,CHEMBL3494603,,CHEMBL3494603,,0,http://www.openphacts.org/units/Nanomolar,2961797,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067461,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '18.13', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '18.1257014590348'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCOc1cc(C)nc(N2CCN(C(=O)CC)CC2)n1,,,CHEMBL3988442,,2021,,CHEMBL3494603,,CHEMBL3494603,,0,http://www.openphacts.org/units/Nanomolar,2961797,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067479,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '22.69', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '22.6946597413366'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCOc1cccc2c1OCC(C(=O)NS(=O)(=O)c1ccc(Cl)cc1)=C2,,,CHEMBL3988442,,2021,,CHEMBL3496448,,CHEMBL3496448,,0,http://www.openphacts.org/units/Nanomolar,2936109,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067480,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '-6.153', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '-6.15261091947187'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCOc1cccc2c1OCC(C(=O)NS(=O)(=O)c1ccc(Cl)cc1)=C2,,,CHEMBL3988442,,2021,,CHEMBL3496448,,CHEMBL3496448,,0,http://www.openphacts.org/units/Nanomolar,2936109,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067592,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '17.98', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '17.9760568649458'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)OCCCNC(=O)c1ccc(-c2ccco2)[nH]c1=O,,,CHEMBL3988442,,2021,,CHEMBL3496517,,CHEMBL3496517,,0,http://www.openphacts.org/units/Nanomolar,2944622,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067646,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '13.71', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '13.7067846218173'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cnn(CC2CN(Cc3nnc(-c4occc4C)o3)CCO2)c1,,,CHEMBL3988442,,2021,,CHEMBL3494714,,CHEMBL3494714,,0,http://www.openphacts.org/units/Nanomolar,2944680,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067647,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '35.7', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '35.7047417304872'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cnn(CC2CN(Cc3nnc(-c4occc4C)o3)CCO2)c1,,,CHEMBL3988442,,2021,,CHEMBL3494714,,CHEMBL3494714,,0,http://www.openphacts.org/units/Nanomolar,2944680,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067670,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '18.75', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '18.7485742219325'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCOCC(O)CN1CCN(C(=O)C2CC2)CC1,,,CHEMBL3988442,,2021,,CHEMBL3496590,,CHEMBL3496590,,0,http://www.openphacts.org/units/Nanomolar,2936127,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067671,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '23.01', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '23.0133579806782'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCOCC(O)CN1CCN(C(=O)C2CC2)CC1,,,CHEMBL3988442,,2021,,CHEMBL3496590,,CHEMBL3496590,,0,http://www.openphacts.org/units/Nanomolar,2936127,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067672,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '27.47', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '27.4674853106226'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1nc2n(n1)CC(NCc1nnc(C(C)C)o1)CC2,,,CHEMBL3988442,,2021,,CHEMBL3496591,,CHEMBL3496591,,0,http://www.openphacts.org/units/Nanomolar,2936131,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067675,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '27.01', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '27.006680788659'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1nc2n(n1)CC(NCc1nnc(C(C)C)o1)CC2,,,CHEMBL3988442,,2021,,CHEMBL3496591,,CHEMBL3496591,,0,http://www.openphacts.org/units/Nanomolar,2936131,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067685,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '2.581', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '2.5811823480433'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(=O)N2CCCC(CNS(C)(=O)=O)C2)cc(OC)c1C,,,CHEMBL3988442,,2021,,CHEMBL3496614,,CHEMBL3496614,,0,http://www.openphacts.org/units/Nanomolar,2910441,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067686,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '22.15', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '22.1510750768735'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(=O)N2CCCC(CNS(C)(=O)=O)C2)cc(OC)c1C,,,CHEMBL3988442,,2021,,CHEMBL3496614,,CHEMBL3496614,,0,http://www.openphacts.org/units/Nanomolar,2910441,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067743,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '15.96', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '15.9612929526997'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccnc(NC(=O)c2[nH]nc(C(C)C)c2Br)c1,,,CHEMBL3988442,,2021,,CHEMBL3491021,,CHEMBL3491021,,0,http://www.openphacts.org/units/Nanomolar,2930631,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067744,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '9.793', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '9.79282341541443'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccnc(NC(=O)c2[nH]nc(C(C)C)c2Br)c1,,,CHEMBL3988442,,2021,,CHEMBL3491021,,CHEMBL3491021,,0,http://www.openphacts.org/units/Nanomolar,2930631,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067746,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '2.715', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '2.71467462355999'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1n[nH]c(C(=O)NC(C)c2ccncc2)c1Br,,,CHEMBL3988442,,2021,,CHEMBL3491022,,CHEMBL3491022,,0,http://www.openphacts.org/units/Nanomolar,2921958,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067748,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '5.797', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '5.79747460118224'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1n[nH]c(C(=O)NC(C)c2ccncc2)c1Br,,,CHEMBL3988442,,2021,,CHEMBL3491022,,CHEMBL3491022,,0,http://www.openphacts.org/units/Nanomolar,2921958,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067753,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '9.341', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '9.3406339880339'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1n[nH]c(C(=O)Nc2ccccn2)c1Br,,,CHEMBL3988442,,2021,,CHEMBL3491026,,CHEMBL3491026,,0,http://www.openphacts.org/units/Nanomolar,2956388,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067754,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-84.18', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-84.1849046327328'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '2.604', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '2.6039105744363'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '91.96', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '91.9620278950366'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '88.11', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '88.1137232164605'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1n[nH]c(C(=O)Nc2ccccn2)c1Br,,,CHEMBL3988442,,2021,,CHEMBL3491026,,CHEMBL3491026,,0,http://www.openphacts.org/units/Nanomolar,2956388,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067760,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '18.56', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '18.5553517213264'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(NC(=O)c2[nH]nc(C(C)C)c2Br)n1,,,CHEMBL3988442,,2021,,CHEMBL3491029,,CHEMBL3491029,,0,http://www.openphacts.org/units/Nanomolar,2956406,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22067761,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '1.918', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '1.91795991817525'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(NC(=O)c2[nH]nc(C(C)C)c2Br)n1,,,CHEMBL3988442,,2021,,CHEMBL3491029,,CHEMBL3491029,,0,http://www.openphacts.org/units/Nanomolar,2956406,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
